original_index,event_id,tweet_id,text,user_id,created_at,user_loc,place_type,place_full_name,place_country_code,hashtags,user_mentions,image_urls,entities,words,filtered_words,sampled_words,date
67813,491,265247152035487744,"Explosion, fighting in Damascus http://t.co/6cOboMVa",569672298,2012-11-05 00:20:23,DKI Jakarta,,,,[],[],[],"[('Damascus', 'GPE')]","['explosion', 'Damascus', 'fight']","['explosion', 'damascus', 'fight']",[],2012-11-05
57676,339,265247361368989696,Control of Colorado Legislature rests on handful of races: All 65 state House seats and 20 of the 35 Senate seat... http://t.co/X6o9DUQx,17141766,2012-11-05 00:21:13,"Loveland, Colo.",,,,[],[],[],"[('Colorado Legislature', 'ORG'), ('65', 'CARDINAL'), ('House', 'ORG'), ('20', 'CARDINAL'), ('35', 'CARDINAL'), ('Senate', 'ORG')]","['Legislature', 'state', 'House', 'seat', 'handful', 'Control', 'rest', 'Senate', 'Colorado', 'race']","['legislature', 'state', 'house', 'seat', 'handful', 'control', 'rest', 'senate', 'colorado', 'race']",[],2012-11-05
67814,491,265247483364536320,"Explosion, fighting in Damascus: CNN's Nick Paton Walsh reports on new developments in Damascus, and efforts to ... http://t.co/hmvt0oAl",386788355,2012-11-05 00:21:42,GB,,,,[],[],[],"[('Damascus', 'GPE'), ('CNN', 'ORG'), ('Nick Paton Walsh', 'PERSON'), ('Damascus', 'GPE')]","['Damascus', 'Paton', 'repo', 'Nick', 'new', 'CNNs', 'effos', 'development', 'explosion', 'Walsh', 'fight']","['damascus', 'paton', 'repo', 'nick', 'new', 'cnns', 'effos', 'development', 'explosion', 'walsh', 'fight']","['cnns', 'effos']",2012-11-05
27750,62,265247541694693377,Wish I was at the falcons game tonight #disappointed,445978933,2012-11-05 00:21:56,"Kansas City, MO",,,,['disappointed'],[],[],"[('tonight', 'TIME')]","['wish', 'game', 'tonight', 'falcon']","['wish', 'game', 'tonight', 'falcon']",[],2012-11-05
27751,62,265247919274352642,#Cowboys game tonight,304828164,2012-11-05 00:23:26,нσnєчmσσn аvєnuє ♥,,,,['Cowboys'],[],[],"[('#', 'CARDINAL'), ('Cowboys', 'ORG')]","['game', 'tonight']","['game', 'tonight']",[],2012-11-05
55412,307,265248649137754112,#notw Bishop Tawadros Chosen As Pope For Egypt's Coptic Christians: CAIRO — A blindfolded c... http://t.co/iS9HxyNN http://t.co/1PELWTlh,295796530,2012-11-05 00:26:20,World,,,,['notw'],[],[],"[('#', 'CARDINAL'), ('Bishop Tawadros Chosen', 'PERSON'), ('Egypt', 'GPE')]","['coptic', 'egypt', 'Christians', 'CAIRO', 'Tawadros', 'choose', 'blindfold', 'Pope', '—', 'Bishop']","['coptic', 'egypt', 'christians', 'cairo', 'tawadros', 'choose', 'blindfold', 'pope', 'bishop']",['tawadros'],2012-11-05
55413,307,265248699330994177,Bishop Tawadros Chosen As Pope For Egypt's Coptic Christians: CAIRO — A blindfolded child reached into a crystal... http://t.co/GiT3BWZ2,468118916,2012-11-05 00:26:32,"Allen, TX",,,,[],[],[],"[('Bishop Tawadros Chosen', 'PERSON'), ('Egypt', 'GPE')]","['coptic', 'reach', 'egypt', 'Christians', 'CAIRO', 'Tawadros', 'crystal', 'choose', 'blindfold', 'Pope', 'child', '—', 'Bishop']","['coptic', 'reach', 'egypt', 'christians', 'cairo', 'tawadros', 'crystal', 'choose', 'blindfold', 'pope', 'child', 'bishop']",['tawadros'],2012-11-05
55414,307,265248837881434112,Bishop Tawadros Chosen As Pope For Egypt's Coptic Christians: CAIRO — A blindfolded child reached into a crystal... http://t.co/mMo4nz5u,257833660,2012-11-05 00:27:05,🌑,,,,[],[],[],"[('Bishop Tawadros Chosen', 'PERSON'), ('Egypt', 'GPE')]","['coptic', 'reach', 'egypt', 'Christians', 'CAIRO', 'Tawadros', 'crystal', 'choose', 'blindfold', 'Pope', 'child', '—', 'Bishop']","['coptic', 'reach', 'egypt', 'christians', 'cairo', 'tawadros', 'crystal', 'choose', 'blindfold', 'pope', 'child', 'bishop']",['tawadros'],2012-11-05
55415,307,265248846228099073,Bishop Tawadros Chosen As Pope For Egypt's Coptic Christians: CAIRO — A blindfolded child reached into a crystal... http://t.co/R7n9LLIZ,176154663,2012-11-05 00:27:07,Nigeria,,,,[],[],[],"[('Bishop Tawadros Chosen', 'PERSON'), ('Egypt', 'GPE')]","['coptic', 'reach', 'egypt', 'Christians', 'CAIRO', 'Tawadros', 'crystal', 'choose', 'blindfold', 'Pope', 'child', '—', 'Bishop']","['coptic', 'reach', 'egypt', 'christians', 'cairo', 'tawadros', 'crystal', 'choose', 'blindfold', 'pope', 'child', 'bishop']",['tawadros'],2012-11-05
27752,62,265249076923224065,2 for 1 Drafts during the Falcons Game tonight! Come watch with us!,273744230,2012-11-05 00:28:02,"Savannah, GA",,,,[],[],[],"[('2', 'CARDINAL'), ('1', 'CARDINAL'), ('tonight', 'TIME')]","['-PRON-', 'Drafts', 'tonight', 'come', 'Falcons', 'watch', 'Game']","['drafts', 'tonight', 'come', 'falcons', 'watch', 'game']",[],2012-11-05
27753,62,265249248914841600,Ready for this Falcons vs cowboys game tonight #TeamFalcons,353289435,2012-11-05 00:28:43,On Tha Road2Riche$,,,,['TeamFalcons'],[],[],"[('TeamFalcons', 'ORG')]","['game', 'Ready', 'tonight', 'Falcons', 'vs', 'cowboy']","['game', 'ready', 'tonight', 'falcons', 'vs', 'cowboy']",[],2012-11-05
27754,62,265249739870728193,Now waiting for the Cowboys vs. Falcons game ^.^,752435317,2012-11-05 00:30:40,"Milwaukee, WI",,,,[],[],[],"[('Cowboys', 'ORG')]","['game', 'wait', 'Falcons', 'Cowboys', 'vs']","['game', 'wait', 'falcons', 'cowboys', 'vs']",[],2012-11-05
27755,62,265250209599197184,Since I have nothing to do tonight that means I'm going to be playing with make up 😌,635017696,2012-11-05 00:32:32,,,,,[],[],[],"[('tonight', 'TIME')]","['be', '-PRON-', 'tonight', 'make', 'since', '😌', 'nothing', 'mean', 'play', 'go']","['be', 'tonight', 'make', 'since', 'nothing', 'mean', 'play', 'go']",[],2012-11-05
27756,62,265250427631710209,Now if only the Cowboys could pull off this victory,38207656,2012-11-05 00:33:24,,,,,[],[],[],"[('Cowboys', 'ORG')]","['pull', 'could', 'victory', 'cowboy']","['pull', 'could', 'victory', 'cowboy']",[],2012-11-05
27757,62,265250482308657152,Falcons Bout To Beat Some Ass Tonight !,522681172,2012-11-05 00:33:37,"South Carolina, USA",,,,[],[],[],[],"['Beat', 'Bout', 'tonight', 'Falcons', 'Ass']","['beat', 'bout', 'tonight', 'falcons', 'ass']",[],2012-11-05
27758,62,265250503062077440,Lol cant wait to see the cowboys get they ass whooped tonight,355115494,2012-11-05 00:33:42,732,,,,[],[],[],"[('tonight', 'TIME')]","['not', 'Lol', 'get', 'whoop', 'tonight', 'can', 'ass', 'wait', 'see', 'cowboy']","['not', 'lol', 'get', 'whoop', 'tonight', 'can', 'ass', 'wait', 'see', 'cowboy']",[],2012-11-05
55416,307,265250783996563456,Egypt's Coptic Christians pick new pope - http://t.co/G5b2PC59 http://t.co/pO5x1kiF,193046912,2012-11-05 00:34:49,"Cairo, Egypt",,,,[],[],[],"[('Egypt', 'GPE'), ('Coptic Christians', 'NORP')]","['pick', 'egypt', 'Christians', 'new', 'pope', 'coptic']","['pick', 'egypt', 'christians', 'new', 'pope', 'coptic']",[],2012-11-05
27759,62,265250792368377857,The Falcons Beta Win Th Game,482510346,2012-11-05 00:34:51,,,,,[],[],[],[],"['Win', 'game', 'Beta', 'th', 'Falcons']","['win', 'game', 'beta', 'th', 'falcons']",[],2012-11-05
27760,62,265250897385377792,Wish I was still in Atlanta for the game tonight,267527426,2012-11-05 00:35:16,"Cedar Grove, North Carolina",,,,[],[],[],"[('Atlanta', 'GPE'), ('tonight', 'TIME')]","['game', 'tonight', 'still', 'wish', 'Atlanta']","['game', 'tonight', 'still', 'wish', 'atlanta']",[],2012-11-05
27761,62,265250897486041090,Falcons are gonna poop on the cowboys! #undefeated,453149217,2012-11-05 00:35:16,NBMA,,,,['undefeated'],[],[],[],"['poop', 'na', 'falcon', 'gon', 'cowboy']","['poop', 'na', 'falcon', 'gon', 'cowboy']",[],2012-11-05
27762,62,265251136301314048,"If the #Cowboys beat the #Falcons tonight,  I'll die of shock.",89774378,2012-11-05 00:36:13,,,,,"['Cowboys', 'Falcons']",[],[],"[('#Cowboys', 'MONEY')]","['beat', 'ill', 'shock', 'tonight', 'die']","['beat', 'ill', 'shock', 'tonight', 'die']",[],2012-11-05
27763,62,265251182451257344,"If Romo throws a GW TD against the Falcons tonight he will have pulled an ""Eli""",242827985,2012-11-05 00:36:24,Militaries San Frontieres,,,,[],[],[],"[('Romo', 'PERSON'), ('GW TD', 'ORG'), ('tonight', 'TIME'), ('Eli', 'WORK_OF_ART')]","['Eli', 'throw', 'GW', 'pull', 'tonight', 'TD', 'Falcons', 'romo']","['eli', 'throw', 'gw', 'pull', 'tonight', 'td', 'falcons', 'romo']",[],2012-11-05
54862,300,265251421593690112,"Syria opposition meets in Qatar - Divisions emerge as Syrian opposition groups meet in the Qatari capital, Doha, to ... http://t.co/2CVPshI4",343138737,2012-11-05 00:37:21,Singapore,,,,[],[],[],"[('Syria', 'GPE'), ('Qatar - Divisions', 'ORG'), ('Syrian', 'NORP'), ('Qatari', 'NORP'), ('Doha', 'GPE')]","['Qatar', 'group', 'qatari', 'meet', 'Divisions', 'capital', 'syrian', 'syria', 'Doha', 'opposition', 'emerge']","['qatar', 'group', 'qatari', 'meet', 'divisions', 'capital', 'syrian', 'syria', 'doha', 'opposition', 'emerge']",[],2012-11-05
27764,62,265251526547738624,So freakin bored can't wait tell the cowboys game comes on!!!!!!!!!!:p,853856978,2012-11-05 00:37:46,Madison Wisconsin,,,,[],[],[],[],"['tell', 'not', 'game', 'can', 'onp', 'wait', 'come', 'bored', 'freakin', 'cowboy']","['tell', 'not', 'game', 'can', 'onp', 'wait', 'come', 'bored', 'freakin', 'cowboy']",[],2012-11-05
27765,62,265251627261366273,i wish i was in atl. for the game tonight,134226344,2012-11-05 00:38:10,The Gump-AL,,,,[],[],[],"[('tonight', 'TIME')]","['wish', 'game', 'tonight', 'atl']","['wish', 'game', 'tonight', 'atl']",[],2012-11-05
57482,336,265251631250145282,A little common sense goes a long way.,484431916,2012-11-05 00:38:11,UT // AZ // NL // JP // AZ,,,,[],[],[],[],"['common', 'sense', 'way', 'long', 'little', 'go']","['common', 'sense', 'way', 'long', 'little', 'go']",[],2012-11-05
27766,62,265251635666755585,About to watch the Cowboy game with @ctomlin408,128444600,2012-11-05 00:38:12,"Pensacola, FL",,,,[],[39166037],[],"[('Cowboy', 'PRODUCT'), ('@ctomlin408', 'ORG')]","['game', 'watch', 'Cowboy']","['game', 'watch', 'cowboy']",[],2012-11-05
27767,62,265251698560356354,It broke my heart like the Falcons game. On the way to win it and TO . 😔,21734931,2012-11-05 00:38:27,Everywhere,,,,[],[],[],"[('Falcons', 'PERSON')]","['hea', 'break', 'game', '😔', 'win', 'Falcons', 'way', 'like']","['hea', 'break', 'game', 'win', 'falcons', 'way', 'like']",[],2012-11-05
27768,62,265251774087192578,There is NO WAY the Cowboys are going to win against the undefeated Falcons!,377710053,2012-11-05 00:38:45,TX,,,,[],[],[],"[('Cowboys', 'ORG')]","['WAY', 'win', 'falcon', 'undefeated', 'go', 'cowboy']","['way', 'win', 'falcon', 'undefeated', 'go', 'cowboy']",[],2012-11-05
27769,62,265251778080157696,Tonight I'm Rollin wit the Cowboys to beat the Falcons,221618457,2012-11-05 00:38:46,"New Orleans, LA",,,,[],[],[],"[('Tonight', 'TIME'), ('Rollin', 'PERSON'), ('Cowboys', 'NORP')]","['beat', 'be', 'Rollin', 'wit', '-PRON-', 'tonight', 'Cowboys', 'falcon']","['beat', 'be', 'rollin', 'wit', 'tonight', 'cowboys', 'falcon']",[],2012-11-05
27770,62,265251862150778880,Cowboys bout to take that L tonight though against the Falcons !,513862016,2012-11-05 00:39:06,301,,,,[],[],[],"[('tonight', 'TIME')]","['tonight', 'though', 'take', 'bout', 'falcon', 'cowboy']","['tonight', 'though', 'take', 'bout', 'falcon', 'cowboy']",[],2012-11-05
27771,62,265251933407821825,#RiseUp Falcons! #Dirtybirds,606429112,2012-11-05 00:39:23,"Atlanta, GA",,,,"['RiseUp', 'Dirtybirds']",[],[],"[('#', 'CARDINAL')]",['falcon'],['falcon'],[],2012-11-05
27772,62,265251979465461760,"No , They Won't -- RT @MySportsLegion: Cowboys will beat the Falcons tonight. #SNF",51268814,2012-11-05 00:39:34,"Detroit, Michigan ✈ Houston, TX",,,,['SNF'],[3138516827],[],"[('Cowboys', 'ORG'), ('Falcons', 'PERSON'), ('tonight', 'TIME')]","['beat', 'not', 'tonight', 'will', 'Falcons', 'Cowboys']","['beat', 'not', 'tonight', 'will', 'falcons', 'cowboys']",[],2012-11-05
27773,62,265252138920329218,No doubt RT @MySportsLegion: Cowboys will beat the Falcons tonight. #SNF,94333899,2012-11-05 00:40:12,COATESVILLE PA/Las Vegas NV,,,,['SNF'],[3138516827],[],"[('Cowboys', 'ORG'), ('Falcons', 'PERSON'), ('tonight', 'TIME')]","['beat', 'doubt', 'tonight', 'Falcons', 'Cowboys']","['beat', 'doubt', 'tonight', 'falcons', 'cowboys']",[],2012-11-05
27774,62,265252189218426880,I ain't sayin the Cowboys will BUT they have the POTENTIAL to pull an upset tonight,333059139,2012-11-05 00:40:24,,,,,[],[],[],"[('Cowboys', 'ORG')]","['sayin', 'be', 'not', 'POTENTIAL', 'pull', 'tonight', 'Cowboys', 'upset']","['sayin', 'be', 'not', 'potential', 'pull', 'tonight', 'cowboys', 'upset']",[],2012-11-05
27775,62,265252499747897344,Bout to watch this Cowboys vs. Falcons game,105935110,2012-11-05 00:41:38,In the refrigerator ,,,,[],[],[],"[('Cowboys', 'ORG')]","['game', 'Bout', 'Falcons', 'Cowboys', 'watch', 'vs']","['game', 'bout', 'falcons', 'cowboys', 'watch', 'vs']",[],2012-11-05
27776,62,265252658816888832,I may be the only one ready to watch the cowboys game.. It's all good. #true fan #7-0..?,805963951,2012-11-05 00:42:16,"Screwston, Tx",,,,['true'],[],[],"[('#', 'CARDINAL'), ('#7-0', 'MONEY')]","['one', 'may', 'game', 'ready', 'fan', 'watch', 'good', 'cowboy']","['one', 'may', 'game', 'ready', 'fan', 'watch', 'good', 'cowboy']",[],2012-11-05
27777,62,265252709404405761,Waiting on this Falcons game to start,452694221,2012-11-05 00:42:28,"Atlanta, GA",,,,[],[],[],"[('Falcons', 'PERSON')]","['Waiting', 'game', 'Falcons', 'sta']","['waiting', 'game', 'falcons', 'sta']",[],2012-11-05
55417,307,265252994411528194,Tawadros II: Egypt's new #Coptic Orthodox pope http://t.co/r3VoAe6s via @ahramonline,211848704,2012-11-05 00:43:36,Cairo,,,,['Coptic'],[211848704],[],"[('Egypt', 'GPE'), ('#Coptic Orthodox pope http://t.co/r3VoAe6s via @ahramonline', 'MONEY')]","['egypt', 'Ohodox', 'Tawadros', 'new', 'II', 'pope']","['egypt', 'ohodox', 'tawadros', 'new', 'ii', 'pope']","['ohodox', 'tawadros']",2012-11-05
55547,308,265253048870383616,Fernando Alonso at the 2012 Abu Dhabi Grand Prix. What are your thoughts of his performance? #f1 #formula1 # http://t.co/QzT0UGVB,538183172,2012-11-05 00:43:49,,,,,"['f1', 'formula1']",[],[],"[('Fernando Alonso', 'PERSON'), ('2012', 'DATE'), ('Abu Dhabi Grand Prix', 'EVENT')]","['Prix', 'Abu', 'Grand', 'Alonso', 'performance', 'thought', 'Fernando', 'Dhabi']","['prix', 'abu', 'grand', 'alonso', 'performance', 'thought', 'fernando', 'dhabi']",[],2012-11-05
27778,62,265253124544020480,Waiting on this #Falcons game to come on,51211563,2012-11-05 00:44:07,®Ducked Off in GA,,,,['Falcons'],[],[],"[('Falcons', 'ORG')]","['wait', 'game', 'come']","['wait', 'game', 'come']",[],2012-11-05
27779,62,265253195922681856,I ain't kidding when I say the Falcons better go 8-0 tonight.,439201325,2012-11-05 00:44:24,,,,,[],[],[],"[('8-0 tonight', 'TIME')]","['kid', 'be', 'not', 'tonight', 'falcon', 'say', 'better', 'go']","['kid', 'be', 'not', 'tonight', 'falcon', 'say', 'better', 'go']",[],2012-11-05
27780,62,265253476991373312,"ATL, it is time!!!! Someone please tell me, what do Falcons do!?!? #dirtybirds #RISEUP",456197437,2012-11-05 00:45:31,"Georgia, USA",,,,"['dirtybirds', 'RISEUP']",[],[],"[('ATL', 'ORG'), ('#dirtybirds #', 'MONEY')]","['tell', 'please', 'ATL', 'time', 'falcon', 'Someone']","['tell', 'please', 'atl', 'time', 'falcon', 'someone']",[],2012-11-05
27781,62,265253602728222721,Now just to bother you I'm watching the falcons and cowboys game,511103336,2012-11-05 00:46:01,,,,,[],[],[],[],"['be', 'game', '-PRON-', 'falcon', 'bother', 'watch', 'cowboy']","['be', 'game', 'falcon', 'bother', 'watch', 'cowboy']",[],2012-11-05
27782,62,265253858509479936,I got the falcons winning this game,243805112,2012-11-05 00:47:02,im asap rocky,,,,[],[],[],[],"['get', 'win', 'game', 'falcon']","['get', 'win', 'game', 'falcon']",[],2012-11-05
55418,307,265253879388704769,BBC News - Bishop Tawadros new pope of Egypt's #Coptic #Christians http://t.co/fKmgQEKe,45591279,2012-11-05 00:47:07,New York,,,,"['Coptic', 'Christians']",[],[],"[('BBC News - Bishop Tawadros', 'ORG'), ('Egypt', 'GPE'), ('#Coptic #', 'MONEY'), ('Christians', 'NORP')]","['egypt', 'Tawadros', 'new', 'News', 'pope', 'BBC', 'Bishop']","['egypt', 'tawadros', 'new', 'news', 'pope', 'bbc', 'bishop']",['tawadros'],2012-11-05
27783,62,265253896342106113,Georgia Dome...Falcons vs Cowboys http://t.co/EZRpXUXM,356497716,2012-11-05 00:47:11,Georgia,,,,[],[],[],"[('Georgia Dome', 'ORG')]","['vs', 'DomeFalcons', 'Georgia', 'cowboy']","['vs', 'domefalcons', 'georgia', 'cowboy']",['domefalcons'],2012-11-05
27784,62,265253929619689472,Im ready to watch this Cowboys game!,591139876,2012-11-05 00:47:19,,,,,[],[],[],"[('Cowboys', 'ORG')]","['be', 'game', '-PRON-', 'ready', 'Cowboys', 'watch']","['be', 'game', 'ready', 'cowboys', 'watch']",[],2012-11-05
27785,62,265254353244389376,Bout to get ready for this #Falcons vs Cowgirls game,24521273,2012-11-05 00:49:00,313-404-212,,,,['Falcons'],[],[],"[('Falcons vs Cowgirls', 'ORG')]","['get', 'game', 'Bout', 'Cowgirls', 'ready', 'vs']","['get', 'game', 'bout', 'cowgirls', 'ready', 'vs']",[],2012-11-05
27786,62,265255242432671744,Ready to watch the cowboys game!,103071446,2012-11-05 00:52:32,#Polish and #Albanian,,,,[],[],[],[],"['game', 'watch', 'ready', 'cowboy']","['game', 'watch', 'ready', 'cowboy']",[],2012-11-05
27787,62,265255250884182017,"K.Martin Is Fuckin Munchin Tonight, Think He Gone Get 30 !",157399564,2012-11-05 00:52:34,"Wilson, NC",,,,[],[],[],"[('K.Martin', 'ORG'), ('Fuckin Munchin', 'PERSON'), ('Tonight', 'TIME')]","['Fuckin', 'Munchin', 'Get', 'KMain', 'tonight', 'think', 'go']","['fuckin', 'munchin', 'get', 'kmain', 'tonight', 'think', 'go']",['kmain'],2012-11-05
57677,339,265255284644147201,This episode of #60Minutes is going in on the United States Congress and United States Senate,221431505,2012-11-05 00:52:42,New York City,,,,['60Minutes'],[],[],"[('60Minutes', 'MONEY'), ('the United States Congress', 'ORG'), ('United States Senate', 'ORG')]","['United', 'Congress', 'episode', 'States', 'Senate', 'go']","['united', 'congress', 'episode', 'states', 'senate', 'go']",[],2012-11-05
27788,62,265255557278081025,Ready to watch my #Cowboys!!  #AmericasTeam,257949199,2012-11-05 00:53:47,"Columbia, South Carolina",,,,"['Cowboys', 'AmericasTeam']",[],[],[],"['watch', 'ready']","['watch', 'ready']",[],2012-11-05
27789,62,265255984962875392,Tonight was probably better than all of this weekend put together.,469480808,2012-11-05 00:55:29,ky,,,,[],[],[],"[('Tonight', 'TIME'), ('this weekend', 'DATE')]","['well', 'probably', 'tonight', 'weekend', 'together', 'put']","['well', 'probably', 'tonight', 'weekend', 'together', 'put']",[],2012-11-05
27790,62,265255989123637248,"""@marabaybay: I want the Falcons to win. Idgaf if they're undefeated. Fuck the Cowboys."" Yes I agree FUCK THE COWBOYS",354452122,2012-11-05 00:55:30,"Las Vegas, NV",,,,[],[328875915],[],"[('Falcons', 'PERSON'), ('Cowboys', 'ORG')]","['be', 'FUCK', 'yes', 'Idgaf', '-PRON-', 'cowboys', 'agree', 'win', 'Falcons', 'Cowboys', 'undefeated', 'want', 'Fuck']","['be', 'fuck', 'yes', 'idgaf', 'cowboys', 'agree', 'win', 'falcons', 'cowboys', 'undefeated', 'want', 'fuck']",[],2012-11-05
55419,307,265256308020748288,Bishop Tawadros new pope of Egypt's Coptic Christians http://t.co/pAjFVIl4,144140816,2012-11-05 00:56:46,KTM: Norway UAE,,,,[],[],[],"[('Bishop Tawadros', 'ORG'), ('Egypt', 'GPE')]","['Egypts', 'coptic', 'Christians', 'Tawadros', 'pope', 'new', 'Bishop']","['egypts', 'coptic', 'christians', 'tawadros', 'pope', 'new', 'bishop']",['tawadros'],2012-11-05
27791,62,265256307844595712,They really will let anyone in here              #Falcons #RiseUp #OwnersClub http://t.co/KVut4KeP,140074804,2012-11-05 00:56:46,Zone 4,,,,"['Falcons', 'RiseUp', 'OwnersClub']",[],[],"[('#RiseUp #', 'MONEY')]","['anyone', 'let', 'really']","['anyone', 'let', 'really']",[],2012-11-05
27792,62,265256366703251456,Falcon finna get another W... #RiseUp,260412191,2012-11-05 00:57:00,"SCOTTDALE,GA 30079",,,,['RiseUp'],[],[],"[('Falcon', 'ORG')]","['get', 'finna', 'another', 'falcon']","['get', 'finna', 'another', 'falcon']",[],2012-11-05
